,timestamp,videoId,shotId,userId,taskId,judgeId,correct
0,1624277844833,01237,78,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
1,1624277846576,07255,62,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
2,1624277847162,01237,84,44ae19bc-325f-4d77-a9ba-6ecee89b3b7b,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
3,1624277849799,07255,69,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
4,1624277849808,06956,64,149e2d74-c45b-490b-9d15-95d078a6f617,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
5,1624277851717,01913,98,44ae19bc-325f-4d77-a9ba-6ecee89b3b7b,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,False
6,1624277854473,07255,62,e6e5792b-b238-47dd-a24c-24ce25e698ea,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
7,1624277856066,05319,5,e6e5792b-b238-47dd-a24c-24ce25e698ea,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
8,1624277856116,03398,124,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
9,1624277856717,04610,96,627749a0-7e9a-4d8d-9e2f-6f465ef38b0d,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
10,1624277856890,02920,72,19d5872d-5bdf-471f-986a-3ed1b44dab25,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
11,1624277857038,04888,702,627749a0-7e9a-4d8d-9e2f-6f465ef38b0d,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,False
12,1624277857382,04888,836,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
13,1624277857530,02920,71,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
14,1624277859190,04888,836,47099239-c301-41f4-94af-1530eb6f832e,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
15,1624277859653,04907,85,47099239-c301-41f4-94af-1530eb6f832e,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
16,1624277861063,02920,72,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
17,1624277861437,06277,67,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
18,1624277861501,04907,85,44ae19bc-325f-4d77-a9ba-6ecee89b3b7b,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
19,1624277862004,02920,73,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
20,1624277862995,01423,45,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
21,1624277863033,05400,15,47099239-c301-41f4-94af-1530eb6f832e,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
22,1624277863067,02920,74,faa84e70-008b-48e4-b89b-c489cd922e94,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
23,1624277864665,01593,31,149e2d74-c45b-490b-9d15-95d078a6f617,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
24,1624277864918,07235,114,5693cd86-fc3d-4215-9185-e77e97acd07b,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
25,1624277865115,06277,84,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
26,1624277865131,05400,15,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
27,1624277866620,05400,6,44ae19bc-325f-4d77-a9ba-6ecee89b3b7b,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
28,1624277866799,05400,6,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
29,1624277867789,06758,2,19d5872d-5bdf-471f-986a-3ed1b44dab25,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
30,1624277867967,04888,826,744ecfb5-d2fb-4091-894b-d098438c2850,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
31,1624277867990,05400,10,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
32,1624277868824,01657,97,47099239-c301-41f4-94af-1530eb6f832e,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
33,1624277869860,05319,5,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
34,1624277870422,07235,24,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
35,1624277871393,04423,489,47099239-c301-41f4-94af-1530eb6f832e,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
36,1624277871417,06126,159,627749a0-7e9a-4d8d-9e2f-6f465ef38b0d,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
37,1624277873537,05455,92,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
38,1624277873604,05400,6,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
39,1624277873643,02920,71,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
40,1624277873669,06941,19,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
41,1624277873685,07235,105,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
42,1624277873692,07235,72,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
43,1624277873706,02751,129,149e2d74-c45b-490b-9d15-95d078a6f617,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
44,1624277873724,03398,124,e6e5792b-b238-47dd-a24c-24ce25e698ea,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
45,1624277873725,04423,736,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,False
46,1624277873768,07020,77,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
47,1624277873813,07235,16,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
48,1624277873853,07235,117,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
49,1624277873892,01358,71,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
50,1624277873905,07235,109,19d5872d-5bdf-471f-986a-3ed1b44dab25,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
51,1624277873932,00943,153,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
52,1624277873972,05400,8,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
53,1624277874011,05400,56,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
54,1624277874058,05466,69,bb52df96-1f52-403b-a990-9d690afddefc,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
55,1624277875980,07235,116,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
56,1624277878054,07235,98,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
57,1624277878970,07235,97,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
58,1624277881440,07235,112,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
59,1624277881637,02751,167,149e2d74-c45b-490b-9d15-95d078a6f617,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
60,1624277883941,07235,109,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
61,1624277884161,06941,51,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge6,True
62,1624277884171,07235,100,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,True
63,1624277884175,07020,235,73de0ded-d32a-48ea-88e1-357a722dca41,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
64,1624277884482,01222,174,19d5872d-5bdf-471f-986a-3ed1b44dab25,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
65,1624277885644,07235,102,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge1,True
66,1624277885669,07235,114,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
67,1624277885675,06941,81,b4a08851-e891-4543-849d-e3d3dbd65153,88be8c47-42d1-4199-810b-e19dcdb80a88,judge7,False
68,1624277885692,02751,172,149e2d74-c45b-490b-9d15-95d078a6f617,88be8c47-42d1-4199-810b-e19dcdb80a88,judge3,True
69,1624277885724,00218,113,e6e5792b-b238-47dd-a24c-24ce25e698ea,88be8c47-42d1-4199-810b-e19dcdb80a88,judge4,True
70,1624277885758,02413,57,d6499941-eda8-43b6-871c-d9b393811487,88be8c47-42d1-4199-810b-e19dcdb80a88,judge2,True
